id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14807898,"Private home / Heated Pool & Spa, CDC rec cleaning",92530593,David,,Unincorporated Areas,35.99673,-115.14536,Entire home/apt,329,3,87,2021-04-20,1.58,1,134
14810597,Confortable BRoom Beautiful House.,7380441,Angel Javier,,City of Las Vegas,36.26428,-115.24576,Private room,28,32,16,2019-12-03,0.29,2,296
14819644,1BR Suite @ Wyndham Grand Desert,92639159,James,,Unincorporated Areas,36.10805,-115.16214,Entire home/apt,313,2,1,2016-11-29,0.02,1,89
14819995,"Bright, Modern 4BR with Beautiful Backyard & Pool!",308023144,Jeeves,,City of Las Vegas,36.15299,-115.28686,Entire home/apt,396,4,195,2021-04-10,3.57,4,136
14829337,Mi Casa Es Tu Casa,92748411,Cesar,,Unincorporated Areas,36.10941,-115.26714,Entire home/apt,120,2,165,2021-01-18,2.95,1,6
14837371,Crazy times calls for comfy getaway!,88366958,Soo,,City of Las Vegas,36.14687,-115.18764,Entire home/apt,95,3,244,2021-02-15,4.33,2,237
14861319,"Best Deal in Vegas: Family-Friendly, Luxury Resort",93081110,Hendra,,Unincorporated Areas,36.00822,-115.17497,Entire home/apt,99,7,2,2019-02-24,0.07,2,83
14870462,Studio-2 BR@Hilton Grand Vacation Club - Boulevard,3094379,Uchenna,,Unincorporated Areas,36.13979,-115.16075,Entire home/apt,250,3,2,2018-01-16,0.04,10,363
14870706,1-2 BR Condo @ Desert Club Resort,3094379,Uchenna,,Unincorporated Areas,36.11757,-115.16241,Entire home/apt,250,3,1,2017-06-20,0.02,10,1
14871327,1BR/1½ BA Center Strip-NoResort Fees/FreeParking!,1772843,Sheila,,Unincorporated Areas,36.1113,-115.17448,Entire home/apt,150,3,0,,,19,251
14872529,1 Brand New Guesthouse 1BD/1BR 1.6 miles to Strip!,93204218,Aurora,,City of Las Vegas,36.15096,-115.1665,Entire home/apt,53,30,62,2021-01-04,1.11,2,324
14876085,Two minutes from Vegas strip!,17005254,Adam,,Unincorporated Areas,36.05306,-115.14026,Private room,45,1,24,2018-08-06,0.43,1,0
14891209,Beautiful 2 BD Suite on Vegas Strip,93428094,Joey,,Unincorporated Areas,36.10503,-115.17052,Entire home/apt,281,4,1,2016-12-31,0.02,1,173
14948661,"The ""Beverly hills"" of Las Vegas...",47733494,Desert Mouse Vacation Rentals,,Unincorporated Areas,36.13916,-115.24572,Entire home/apt,222,31,47,2021-04-04,0.84,4,311
14952093,LAS VEGAS QUEEN BED w/ PRIVATE HALF BATH 5* HOST,52697787,Chris,,Unincorporated Areas,36.06418,-115.13479,Shared room,39,1,226,2021-04-08,4.06,4,36
14952378,LAS VEGAS PERFECT SAFE LOCATION  w/ 5 * HOST!,52697787,Chris,,Unincorporated Areas,36.06316,-115.13556,Private room,42,1,540,2021-03-30,9.65,4,39
14952556,LAS VEGAS BEST VALUE ROOM w/ 5 * HOST,52697787,Chris,,Unincorporated Areas,36.06309,-115.13698,Private room,42,1,476,2021-04-09,8.51,4,38
14954339,"4BR/2Bath, Newly Renovated",65684967,Kelvin,,Unincorporated Areas,36.1146,-115.2476,Entire home/apt,137,3,238,2021-04-04,4.27,2,204
14962976,Escape To Modern Luxury-1.5 Miles to the Strip!,94209947,Lee,,City of Las Vegas,36.15654,-115.16387,Entire home/apt,1024,2,102,2021-04-19,1.85,1,275
14975378,High 50th Floor-Open Balcony-Views-No resort fee,72712289,Olive,,Unincorporated Areas,36.11436,-115.19657,Hotel room,100,1,401,2021-04-16,7.15,9,271
14983381,"2 Bedroom/2 Bathrooms Apartment, near the strip",88810222,Patrick,,City of Las Vegas,36.18451,-115.26886,Entire home/apt,149,7,73,2021-03-13,1.31,1,170
14984841,3 Bedroom off the Strip,17842017,A.,,Unincorporated Areas,36.10799,-115.13303,Entire home/apt,221,2,50,2021-02-16,0.89,8,335
14996411,Luxury 1 bdr Apt Las Vegas Strip,75827202,Kelly,,Unincorporated Areas,36.09768,-115.16622,Entire home/apt,120,2,265,2021-04-09,4.76,13,20
14997069,Healty & homy nest  in no sleep city,17763007,Deasy,,City of Las Vegas,36.15566,-115.17523,Private room,37,32,48,2019-10-20,0.86,1,136
15001612,High 50th Floor-Open Balcony-Views-No resort fee,72712289,Olive,,Unincorporated Areas,36.11436,-115.19657,Hotel room,96,1,374,2021-04-19,6.68,9,280
15043733,Quiet 4 bedroom 10 people big backyard BBQ WiFi TV,32170899,Manya,,Unincorporated Areas,36.12182,-115.09259,Entire home/apt,299,2,12,2021-03-03,0.23,12,89
15044294,Disinfected Modern House 4BD hottub(fee) by Strip,32170899,Manya,,Unincorporated Areas,36.10445,-115.23339,Entire home/apt,999,31,144,2020-07-20,2.58,12,40
15054894,Moorea Timeshare Unit in Las Vegas,33517669,,,Unincorporated Areas,36.05906,-115.17211,Entire home/apt,156,4,1,2018-01-13,0.03,2,325
15069748,1 Acre Desert Property- Strip & Mountain View,92621680,Jeffrey,,Unincorporated Areas,35.95825,-115.15804,Entire home/apt,153,5,130,2021-04-02,2.33,1,22
15070843,"Family home
Quiet place",86792320,Lolimar,,City of Las Vegas,36.219,-115.27295,Private room,40,1,6,2019-04-03,0.12,1,356
15073891,2BR suite behind the MGM Grand,24502182,Hao,,Unincorporated Areas,36.10593,-115.16154,Private room,219,3,50,2021-02-01,0.93,3,16
15080902,Weekly Rental at Grandview at Las Vegas,60949001,Binal,,Unincorporated Areas,36.00995,-115.17644,Entire home/apt,184,5,1,2016-11-22,0.02,1,359
15084765,Vegas/Summerlin Luxury Condo,39022284,Terry,,City of Las Vegas,36.18649,-115.31482,Entire home/apt,105,3,92,2020-11-13,1.66,1,309
15086971,2BR/2BA - Just Off The Strip!,26521212,Laura,,Unincorporated Areas,36.12149,-115.18365,Entire home/apt,286,3,3,2019-04-29,0.06,13,0
15098678,House,94626759,Marie,,Unincorporated Areas,36.12126,-115.03366,Private room,500,1,0,,,1,0
15122310,Single Story Upgraded Home in Summerlin,95844389,Christina,,City of Las Vegas,36.18706,-115.31637,Entire home/apt,125,31,1,2017-12-17,0.02,1,0
15135419,Huge Beautiful Remodeled Home in Heart of Vegas!,95798837,Elizabeth,,Unincorporated Areas,36.12724,-115.28491,Entire home/apt,470,3,92,2021-04-06,1.68,2,53
15142379,“Art Camper” Study with Artist Vincent Scurr!,30853779,Brad,,City of Las Vegas,36.16447,-115.12112,Private room,499,1,33,2018-10-21,0.59,3,87
15146883,Beautiful Condo near the Strip !!!,6412630,Amaury,,Unincorporated Areas,36.09275,-115.2426,Entire home/apt,290,4,0,,,1,362
15147533,Palms Place 39th Fl Mountain/City View/OpenBalcony,20613148,Han,,Unincorporated Areas,36.11318,-115.19736,Private room,129,1,253,2021-04-04,4.54,2,119
15148660,5073 MGM Signature Balcony Suite NO RESORT FEES,29541293,Tanner,,Unincorporated Areas,36.10744,-115.16663,Entire home/apt,149,2,229,2021-04-17,4.20,11,52
15203349,Cosy family home,96557234,Oscar,,Unincorporated Areas,36.11825,-115.03599,Shared room,200,1,0,,,1,0
15205133,Cozy Vegas Home,96574620,Lori,,Unincorporated Areas,36.11734,-115.03397,Shared room,200,1,0,,,1,0
15207255,Sofá near The strip,96595148,Santiago,,Unincorporated Areas,36.10965,-115.03441,Private room,200,1,0,,,1,0
15221095,Perfect Seclusion 1,96106351,Nnem,,Unincorporated Areas,36.00093,-115.2604,Private room,72,30,9,2017-07-30,0.17,2,0
15256270,CONVINIENT 2 BDR | NO RSRT FEE | POOL | FREE WIFI,11256923,Luk,,Unincorporated Areas,36.1169,-115.16378,Entire home/apt,240,2,29,2021-03-28,0.54,27,350
15269510,RQ25 1BD | View | Open Balcony | Pool | Gym,18273973,Alex,,Unincorporated Areas,36.11436,-115.19657,Entire home/apt,176,2,154,2021-04-12,2.78,228,69
15272092,Cozy private casita on 1/2 acre,3682734,Diana,,Unincorporated Areas,36.05342,-115.16697,Entire home/apt,63,2,89,2021-03-30,1.63,1,18
15285916,"Spacious 1 bedroom ste, clean-sanitized",97291477,Platinum Hotel And Spa,,Unincorporated Areas,36.11331,-115.16241,Hotel room,155,1,51,2021-04-06,0.94,2,135
15286053,Serene,97296467,LaQuita,,City of North Las Vegas,36.28832,-115.16769,Private room,160,1,3,2017-06-19,0.06,1,178
15290350,5 Miles to Strip Two Story House 欢迎❤,94280790,Cecilia,,Unincorporated Areas,36.13166,-115.2727,Entire home/apt,143,2,169,2021-04-04,3.05,1,0
15301187,Amazing house 6 min from the strip,303941328,Valerie,,City of Las Vegas,36.14269,-115.18305,Entire home/apt,210,2,196,2021-04-12,3.73,11,131
15302911,Awesome Vegas couch,97452137,Reynaldo,,City of North Las Vegas,36.2708,-115.09997,Shared room,120,1,0,,,1,0
15310012,Las Vegas Condo 1 Block from Strip 2BR 1026 sq ft,32867463,Scott,,Unincorporated Areas,36.11803,-115.16316,Entire home/apt,241,4,72,2020-03-09,1.33,10,358
15312595,casa en las vegas cerca del centro.,97543969,Luis,,Unincorporated Areas,36.08926,-115.04379,Private room,175,1,0,,,1,0
15339207,Wyndham Grand Desert Resort-1bdr.,23531509,Larissa,,Unincorporated Areas,36.10692,-115.16066,Entire home/apt,185,3,1,2019-01-12,0.04,9,89
15339604,Lovely home -4 miles from the strip,303941328,Valerie,,City of Las Vegas,36.1515,-115.19632,Entire home/apt,216,2,236,2021-04-19,4.27,11,116
15340337,Clean/Quiet 2BR/2BA home 15 min to Las Vegas strip,58788988,Randon,,Unincorporated Areas,36.0521,-115.22539,Entire home/apt,135,2,131,2021-03-31,2.38,1,79
15341146,SUPER CUTE Airstream Trailer,97544847,Jason And Kathy,,Unincorporated Areas,36.01768,-115.24723,Entire home/apt,99,2,172,2021-04-19,3.62,3,251
15341392,TWO RESTORED CLASSIC TRAILERS,97544847,Jason And Kathy,,Unincorporated Areas,36.01821,-115.24701,Entire home/apt,175,2,2,2020-03-10,0.05,3,155
15341473,Super comfy Spartan Mansion Trailer,97544847,Jason And Kathy,,Unincorporated Areas,36.01824,-115.24664,Entire home/apt,89,2,170,2021-04-19,3.08,3,257
15372680,Amazing townhouse just minutes from the Strip,98204359,Tamara,,Unincorporated Areas,36.12281,-115.11224,Entire home/apt,89,30,13,2020-11-08,0.24,2,220
15373822,Strip View Luxury Hi-Rise 1 Bdrm Condo 2 Balconies,77302709,Shema,,Unincorporated Areas,36.11436,-115.19657,Entire home/apt,186,1,144,2020-07-31,2.67,9,0
15374407,"LICENSED, CLOSE TO THE STRIP, SANITIZED, HUGE POOL",69435864,Terry,,City of Las Vegas,36.15254,-115.18418,Entire home/apt,491,2,148,2021-03-30,2.75,6,316
15409320,Cozy Las Vegas #2 Private pool anytime swimming,98666878,Felicia,,City of Las Vegas,36.23749,-115.25139,Private room,86,2,6,2017-10-16,0.11,3,365
15414401,Lake Las Vegas. Great views,54069346,Andy,,City of Henderson,36.1057,-114.93154,Entire home/apt,72,1,369,2021-04-03,6.73,8,0
15419680,Newly Renovated 4BR/2Bath With Pool,65684967,Kelvin,,Unincorporated Areas,36.11303,-115.24483,Entire home/apt,85,31,110,2021-01-31,2.01,2,226
15422569,Desert Rose Resort-close to MGM Grand,23531509,Larissa,,Unincorporated Areas,36.09922,-115.16632,Entire home/apt,235,3,0,,,9,167
15435677,Silver Glen 3 BR 2.5 BA Modern Home,22208827,Luisa,,Unincorporated Areas,36.01616,-115.13063,Entire home/apt,140,21,15,2021-04-03,0.29,3,223
15436975,SPRING ON SALE! NO RESORT FEE★ Balcony StripView Suite ★FREE VALET,18881478,Joe,,Unincorporated Areas,36.10506,-115.16626,Entire home/apt,109,1,211,2021-04-17,3.85,13,0
15437589,Furnished 3br/2.5ba for traveling professionals,3841247,Jen,,Unincorporated Areas,36.10548,-115.10803,Entire home/apt,79,31,4,2021-04-13,0.08,2,225
15438347,AMAZING STAY. Close to the Strip and Airport.WOWOW,35712787,Ami,,Unincorporated Areas,36.05725,-115.13499,Entire home/apt,265,1,134,2021-04-18,2.78,14,91
15438463,Peaceful Desert Oasis,57399948,Kristin,,City of Las Vegas,36.19721,-115.26204,Private room,36,3,79,2021-04-11,1.44,1,57
15470192,The Oak Estate! 65% off on 31 day reservations!,80795704,Louis,,Unincorporated Areas,36.12881,-115.22378,Entire home/apt,1295,4,20,2021-03-11,0.59,2,4
15484659,Best of Vegas Getaway | Private Pool | 12 guests,90073882,J.C.,,City of Las Vegas,36.17147,-115.16562,Entire home/apt,332,2,151,2021-04-07,2.78,2,119
15488369,"1bdrm gated 4 mins from strip, pool",98629982,Jay,,Unincorporated Areas,36.1122,-115.18759,Entire home/apt,103,1,72,2021-04-18,1.32,1,169
15511364,Mid-Century Modern Gem - 5min to Strip w/ Pool,54290693,Andrew,,Unincorporated Areas,36.122,-115.13326,Entire home/apt,365,30,42,2021-04-17,0.80,1,0
15518967,Elara/Planet Hollywood 4 Bedroom Suite,52905908,Phillip,,Unincorporated Areas,36.10915,-115.16938,Private room,1200,3,6,2020-09-07,0.11,1,230
15525251,1BR/1½BA Center Strip-NoResort Fees/FreeParking!,1772843,Sheila,,Unincorporated Areas,36.11212,-115.1747,Entire home/apt,150,3,4,2018-10-25,0.08,19,251
15535906,"Beautiful 3 BeRm one story home,close to the Strip",30607006,Joe And Kitty,,Unincorporated Areas,35.98943,-115.20811,Entire home/apt,86,31,36,2021-03-31,0.66,2,80
15537285,Large two bedroom high-rise in the heart of Vegas!,99955383,J,,City of Las Vegas,36.16974,-115.13869,Entire home/apt,94,30,72,2020-11-07,1.34,3,243
15537521,"Guesthouse, Private Entrance, Sanitized, In Garden",68319431,Leslie,,Unincorporated Areas,36.20921,-115.22366,Entire home/apt,79,1,384,2021-04-19,7.04,2,57
15546768,"Close to the Strip, Perfect for groups",17842017,A.,,Unincorporated Areas,36.09397,-115.14139,Entire home/apt,263,3,79,2021-04-08,1.51,8,203
15548877,"Private Bedroom w/ Cozy Living, Kitchen & Restroom",100069789,Kenny,,City of Las Vegas,36.20232,-115.24967,Private room,60,2,13,2019-10-13,0.24,1,364
15552476,DREAM PENTHOUSE !!!,20029932,Arthur,,Unincorporated Areas,36.11482,-115.19916,Entire home/apt,1328,2,120,2021-03-28,2.30,6,314
15563913,"Beautiful, clean, and spacious home near the strip",100234668,Alfonso,,City of Henderson,36.04857,-115.11189,Entire home/apt,229,2,86,2021-04-02,1.57,1,149
15587177,SE52 Premium Studio | Pool | Balcony | Parking,18273973,Alex,,Unincorporated Areas,36.11436,-115.19657,Entire home/apt,125,2,236,2021-04-09,4.34,228,78
15588112,TI30 Elite Studio | Pool | Kitchenette | Gym,18273973,Alex,,Unincorporated Areas,36.11547,-115.19697,Entire home/apt,119,2,219,2021-04-11,4.02,228,89
15599096,Luxury Vegas Retreat II,41126517,Richard,,City of Las Vegas,36.16524,-115.27912,Entire home/apt,265,29,22,2019-09-19,0.43,3,140
15603199,A Perfect Family Retreat in Vegas. Minimum 60 days,97416808,Cristina,,Unincorporated Areas,36.05729,-115.28069,Entire home/apt,65,60,29,2021-01-02,0.53,1,1
15612182,Grand Desert Resort,62563056,Tara,,Unincorporated Areas,36.1068,-115.16085,Entire home/apt,199,3,5,2020-03-15,0.10,3,364
15631208,West Las Vegas family home,40498331,Aireen,,Unincorporated Areas,36.09518,-115.3077,Private room,120,1,0,,,1,0
15632269,Great Space,24046062,Suwanna,,City of Henderson,36.06643,-114.99542,Private room,35,31,246,2021-03-05,4.51,1,337
15648228,Melba's Study-POOL-Breakfast included,67227078,Mary,,Unincorporated Areas,36.10817,-115.23941,Private room,48,1,187,2021-03-23,3.43,2,20
15656666,Cozy vacation home 4 Bed 2.5 Bth w/ loft in Vegas,82880190,Elvira,,Unincorporated Areas,35.99483,-115.24337,Entire home/apt,172,30,18,2021-03-24,1.62,1,251
15656988,Club 36- 1 bedroom,31214940,Scott,,Unincorporated Areas,36.10286,-115.15665,Entire home/apt,138,2,12,2019-09-22,0.22,28,0
15666767,Beautiful 3BR/2Bath Apt next to Strip+Pool,55621158,Kelly,,Unincorporated Areas,36.11276,-115.18713,Entire home/apt,155,2,219,2021-04-17,4.04,8,144
15673524,MGM Signature Deluxe Suite !!,37064139,Luxury Hotels,,Unincorporated Areas,36.10612,-115.16771,Entire home/apt,103,2,47,2020-11-22,0.89,10,158
15705129,RK35 1BD Mountain View/Strip View | Kitchen | Pool,18273973,Alex,,Unincorporated Areas,36.11436,-115.19657,Entire home/apt,176,2,163,2021-04-05,3.00,228,73
15715055,Beautiful 4 B/R House 10 guests 5 miles to Strip,32170899,Manya,,Unincorporated Areas,36.12435,-115.23802,Entire home/apt,285,2,148,2021-03-31,2.81,12,151
15733253,8052 MGM Signature Balcony Suite NO RESORT FEES,29541293,Tanner,,Unincorporated Areas,36.10744,-115.16663,Entire home/apt,149,2,214,2021-04-18,3.99,11,50
15756414,Gorgeous Condo Minutes Just from the Strip,101860735,Tamara,,Unincorporated Areas,36.11575,-115.1057,Entire home/apt,75,28,8,2020-07-16,0.24,1,279
15757378,Gorgeous 2 Bed 2 Bath Condo Mins from the Strip.,101870792,Tamara,,Unincorporated Areas,36.11155,-115.10593,Entire home/apt,75,28,11,2021-01-01,0.25,1,336
15758229,"2 b/2 b near the STRIP, UNLV, airport, & shopping",47207657,Sarah,,Unincorporated Areas,36.11403,-115.10539,Entire home/apt,75,28,3,2020-10-31,0.14,1,325
15761279,2 bedrooms Home nearby China Town,101657715,Tom,,Unincorporated Areas,36.12651,-115.19636,Entire home/apt,100,7,0,,,1,180
15769512,BRIGHT 2 BDR | NO RSRT FEE | POOL | FREE WIFI,11256923,Luk,,Unincorporated Areas,36.11852,-115.16262,Entire home/apt,276,2,14,2019-12-01,0.27,27,359
15792046,Luxurious 2 BDR CONDO off STRIP (fully equip),75827202,Kelly,,Unincorporated Areas,36.0975,-115.1674,Entire home/apt,140,2,224,2021-04-15,4.17,13,19
15799481,"No extra charges.   June, July, Aug 2021 only.",41699371,Jesse,,City of Las Vegas,36.14923,-115.20997,Entire home/apt,35,28,247,2020-03-08,4.54,1,0
15801031,Wyndham Grand Desert (2 bedroom)(No Resort Fees),100238132,Michael,,Unincorporated Areas,36.10875,-115.16147,Entire home/apt,123,3,135,2021-04-11,2.57,113,0
15822495,Quaint room for 2,102437923,Stewart,,Unincorporated Areas,35.99219,-115.2254,Private room,150,1,1,2016-12-02,0.02,1,0
15842478,Las Vegas: the Grandview  2 bdrm,73776383,Kani,,Unincorporated Areas,36.009,-115.17572,Entire home/apt,855,2,0,,,40,89
15844763,"Guest House, Free Wifi",86594105,Daniel,,Unincorporated Areas,36.13904,-115.08789,Private room,50,1,157,2020-12-31,2.90,1,0
15844811,Closest tower to MGM - Excellent Strip Views!,50760426,Mark,,Unincorporated Areas,36.10719,-115.1667,Hotel room,102,1,30,2021-01-01,0.57,3,49
15844900,Exquisite Las Vegas Getaway Home!,31745620,Jay,,City of Las Vegas,36.19418,-115.25386,Entire home/apt,173,4,60,2020-03-22,1.12,12,156
15858103,Ford's Manor,102772100,Ejackie,,Unincorporated Areas,36.12821,-115.23572,Entire home/apt,400,3,14,2019-05-27,0.27,1,343
15871454,★Palms Place Luxury Studio Suite 20th Floor★,47400535,Jacob,,Unincorporated Areas,36.11461,-115.19773,Entire home/apt,88,1,164,2021-04-14,3.13,1,39
15872432,On the River,91510148,Paul,,Unincorporated Areas,35.12389,-114.59047,Entire home/apt,75,14,11,2020-12-14,0.24,1,125
15888386,Club De Soleil Resort,14143158,Bethany,,Unincorporated Areas,36.09843,-115.21893,Entire home/apt,57,4,1,2016-12-19,0.02,10,0
15896680,Club Soleil Resort 1 bedroom condo,14143158,Bethany,,Unincorporated Areas,36.09988,-115.21713,Entire home/apt,85,5,1,2017-01-04,0.02,10,0
15896901,NO RESORT FEE! 2bedroom/2bath Club De Soleil condo,14143158,Bethany,,Unincorporated Areas,36.10073,-115.21907,Entire home/apt,82,3,7,2021-03-26,0.16,10,7
15899670,Awe-Inspiring 2Bed/2Bath Condo w/Pool,4501673,Lee,,City of Las Vegas,36.17252,-115.21405,Entire home/apt,79,14,39,2021-03-24,0.80,9,331
15903907,GREAT LOCATION/REMODEL HOME/COZY AND QUIET,103135019,Elvira,,Unincorporated Areas,36.11695,-115.12261,Entire home/apt,179,31,88,2020-03-15,1.68,1,365
15915520,Tranquility Awaits Lake Las Vegas,103256117,Ed,,City of Henderson,36.11188,-114.93232,Entire home/apt,85,30,0,,,1,0
15918220,Private Room In Executive Las Vegas Home,22654626,Jindan,,Unincorporated Areas,36.13319,-115.21397,Private room,50,3,20,2021-02-26,0.37,4,156
15924678,"Mesquite,Nevada Vacation Home.Ground Level",64176612,Tim,,City of Mesquite,36.80077,-114.09106,Entire home/apt,149,5,11,2021-03-29,0.27,2,360
15924751,Nice and clean house,103329164,Medinia,,Unincorporated Areas,35.99314,-115.18402,Private room,65,2,5,2018-05-28,0.10,1,178
15936388,The Lions Den Condo Room w bathroom,92319294,Kenneth,,Unincorporated Areas,36.01282,-115.16771,Private room,37,1,102,2020-02-09,1.90,1,48
15941979,"One private bedroom
eazy to strip",103478704,Kin,,Unincorporated Areas,36.04608,-115.25231,Private room,25,31,26,2021-04-10,0.49,3,265
15956648,Charming 3 BR 2.5 BA Townhouse Close to Airport,30852630,Pamela,,Unincorporated Areas,36.10347,-115.10233,Entire home/apt,100,30,12,2020-10-31,0.26,1,310
15965732,DISINFECTED!! Newly Remodeled Condo Near The Strip,103693690,Gloria,,Unincorporated Areas,36.11908,-115.13426,Entire home/apt,89,2,176,2021-02-27,3.28,2,10
15972871,DualMaster Suite Just off Strip close 2 Convention,97833552,Shelby,,Unincorporated Areas,36.12997,-115.14358,Entire home/apt,80,4,277,2021-04-08,5.14,7,47
15985615,Mid Century Modern Hidden Oasis,17842017,A.,,City of Las Vegas,36.16953,-115.16693,Entire home/apt,263,3,79,2021-04-16,1.47,8,265
15987147,Furnished room with own bathroom. WiFi too.,103881233,Jonathan,,City of Las Vegas,36.20759,-115.23996,Private room,200,1,0,,,1,88
